date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:49:43	15751/15751	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20May%202019%2006:49:42%20GMT	https://wger.de/en/nutrition/ingredient/246/view/spices-nutmeg-ground/	wger-download/wger.de/en/nutrition/ingredient/246/view/spices-nutmeg-ground/index.html	(from https://wger.de/en/nutrition/ingredient/overview/?page=295)
01:49:43	15727/15727	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20May%202019%2006:49:42%20GMT	https://wger.de/en/nutrition/ingredient/247/view/spices-onion-powder/	wger-download/wger.de/en/nutrition/ingredient/247/view/spices-onion-powder/index.html	(from https://wger.de/en/nutrition/ingredient/overview/?page=295)
01:49:45	15763/15763	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20May%202019%2006:49:44%20GMT	https://wger.de/en/nutrition/ingredient/248/view/spices-oregano-dried/	wger-download/wger.de/en/nutrition/ingredient/248/view/spices-oregano-dried/index.html	(from https://wger.de/en/nutrition/ingredient/overview/?page=295)
01:49:45	15639/15639	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20May%202019%2006:49:44%20GMT	https://wger.de/en/nutrition/ingredient/249/view/spices-paprika/	wger-download/wger.de/en/nutrition/ingredient/249/view/spices-paprika/index.html	(from https://wger.de/en/nutrition/ingredient/overview/?page=295)
01:49:46	15749/15749	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20May%202019%2006:49:45%20GMT	https://wger.de/en/nutrition/ingredient/250/view/spices-parsley-dried/	wger-download/wger.de/en/nutrition/ingredient/250/view/spices-parsley-dried/index.html	(from https://wger.de/en/nutrition/ingredient/overview/?page=295)
01:49:46	15829/15829	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20May%202019%2006:49:45%20GMT	https://wger.de/en/nutrition/ingredient/251/view/spices-pepper-black/	wger-download/wger.de/en/nutrition/ingredient/251/view/spices-pepper-black/index.html	(from https://wger.de/en/nutrition/ingredient/overview/?page=295)
01:49:48	15895/15895	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20May%202019%2006:49:46%20GMT	https://wger.de/en/nutrition/ingredient/252/view/spices-pepper-red-or-cayenne/	wger-download/wger.de/en/nutrition/ingredient/252/view/spices-pepper-red-or-cayenne/index.html	(from https://wger.de/en/nutrition/ingredient/overview/?page=295)
01:49:48	15738/15738	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20May%202019%2006:49:46%20GMT	https://wger.de/en/nutrition/ingredient/253/view/spices-pepper-white/	wger-download/wger.de/en/nutrition/ingredient/253/view/spices-pepper-white/index.html	(from https://wger.de/en/nutrition/ingredient/overview/?page=295)
01:49:49	15692/15692	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20May%202019%2006:49:47%20GMT	https://wger.de/en/nutrition/ingredient/254/view/spices-poppy-seed/	wger-download/wger.de/en/nutrition/ingredient/254/view/spices-poppy-seed/index.html	(from https://wger.de/en/nutrition/ingredient/overview/?page=295)
01:49:49	15816/15816	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20May%202019%2006:49:47%20GMT	https://wger.de/en/nutrition/ingredient/255/view/spices-poultry-seasoning/	wger-download/wger.de/en/nutrition/ingredient/255/view/spices-poultry-seasoning/index.html	(from https://wger.de/en/nutrition/ingredient/overview/?page=295)
01:49:50	15817/15817	---MC-	200	added ('OK')	text/html	date:Thu,%2002%20May%202019%2006:49:49%20GMT	https://wger.de/en/nutrition/ingredient/256/view/spices-pumpkin-pie-spice/	wger-download/wger.de/en/nutrition/ingredient/256/view/spices-pumpkin-pie-spice/index.html	(from https://wger.de/en/nutrition/ingredient/overview/?page=296)
